Binomial.name;NCBI_ID;Motility;Gram.staining;Aerophilicity;Extreme.environment.tolerance;Biofilm.formation;Animal.pathogenicity;Biosafety.level;Health.association;Host.association;Plant.pathogenicity;Spore.formation;Hemolysis;Cell.shape;Member.of.WA.subset;Superkingdom;Phylum;Class;Order;Family;Genus;Species;FTP.path;Fasta.file;Gff.file;Gene_file;Gene_location
Hydrogenovibrio crunogenus;39765;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;NA;FALSE;NA;coccus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Hydrogenovibrio;Hydrogenovibrio crunogenus;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/786/015/GCF_004786015.1_ASM478601v1;GCF_004786015.1_ASM478601v1_genomic.fasta;GCF_004786015.1_ASM478601v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_004786015.1_ASM478601v1_genomic.txt
Erythrobacter litoralis;39960;TRUE;gram stain negative;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter;Erythrobacter litoralis;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/719/165/GCF_001719165.1_ASM171916v1;GCF_001719165.1_ASM171916v1_genomic.fasta;GCF_001719165.1_ASM171916v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_001719165.1_ASM171916v1_genomic.txt
Micromonospora pattaloongensis;405436;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;NA;TRUE;Bacteria;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora pattaloongensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/255/GCA_900107255.1_IMG-taxon_2693429860_annotated_assembly;GCA_900107255.1_IMG-taxon_2693429860_annotated_assembly_genomic.fasta;GCA_900107255.1_IMG-taxon_2693429860_annotated_assembly_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_900107255.1_IMG-taxon_2693429860_annotated_assembly_genomic.txt
Rothia halotolerans;405770;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;coccus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Rothia;Rothia halotolerans;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/136/635/GCF_004136635.1_ASM413663v1;GCF_004136635.1_ASM413663v1_genomic.fasta;GCF_004136635.1_ASM413663v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_004136635.1_ASM413663v1_genomic.txt
Brucella cytisi;407152;TRUE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Brucella;Brucella cytisi;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/876/955/GCF_001876955.1_ASM187695v1;GCF_001876955.1_ASM187695v1_genomic.fasta;GCF_001876955.1_ASM187695v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_001876955.1_ASM187695v1_genomic.txt
Microbulbifer pacificus;407164;FALSE;gram stain negative;aerobic;TRUE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Microbulbiferaceae;Microbulbifer;Microbulbifer pacificus;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/723/955/GCA_033723955.1_ASM3372395v1;GCA_033723955.1_ASM3372395v1_genomic.fasta;GCA_033723955.1_ASM3372395v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_033723955.1_ASM3372395v1_genomic.txt
Treponema pedis;409322;TRUE;gram stain negative;anaerobic;FALSE;FALSE;TRUE;biosafety level 2;NA;TRUE;FALSE;NA;NA;spirillum;TRUE;Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema pedis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/161/325/GCA_017161325.1_ASM1716132v1;GCA_017161325.1_ASM1716132v1_genomic.fasta;GCA_017161325.1_ASM1716132v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_017161325.1_ASM1716132v1_genomic.txt
Pseudarthrobacter defluvii;410837;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Pseudarthrobacter;Pseudarthrobacter defluvii;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/323/865/GCF_030323865.1_ASM3032386v1;GCF_030323865.1_ASM3032386v1_genomic.fasta;GCF_030323865.1_ASM3032386v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_030323865.1_ASM3032386v1_genomic.txt
Kaistia defluvii;410841;FALSE;gram stain negative;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Kaistiaceae;Kaistia;Kaistia defluvii;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/343/955/GCF_026343955.1_ASM2634395v1;GCF_026343955.1_ASM2634395v1_genomic.fasta;GCF_026343955.1_ASM2634395v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_026343955.1_ASM2634395v1_genomic.txt
Microterricola viridarii;412690;TRUE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microterricola;Microterricola viridarii;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/542/775/GCF_001542775.1_ASM154277v1;GCF_001542775.1_ASM154277v1_genomic.fasta;GCF_001542775.1_ASM154277v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_001542775.1_ASM154277v1_genomic.txt
Caldimonas brevitalea;413882;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Caldimonas;Caldimonas brevitalea;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/017/435/GCF_001017435.1_ASM101743v1;GCF_001017435.1_ASM101743v1_genomic.fasta;GCF_001017435.1_ASM101743v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_001017435.1_ASM101743v1_genomic.txt
Planococcus donghaensis;414778;TRUE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;NA;FALSE;FALSE;NA;coccus;TRUE;Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Planococcus;Planococcus donghaensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/687/665/GCF_001687665.2_ASM168766v2;GCF_001687665.2_ASM168766v2_genomic.fasta;GCF_001687665.2_ASM168766v2_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_001687665.2_ASM168766v2_genomic.txt
Marihabitans asiaticum;415218;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Marihabitans;Marihabitans asiaticum;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/828/725/GCF_007828725.1_ASM782872v1;GCF_007828725.1_ASM782872v1_genomic.fasta;GCF_007828725.1_ASM782872v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_007828725.1_ASM782872v1_genomic.txt
Pseudoxanthomonas spadix;415229;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;TRUE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Pseudoxanthomonas;Pseudoxanthomonas spadix;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/939/665/GCA_017939665.1_ASM1793966v1;GCA_017939665.1_ASM1793966v1_genomic.fasta;GCA_017939665.1_ASM1793966v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_017939665.1_ASM1793966v1_genomic.txt
Azospirillum rugosum;416170;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;Azospirillum rugosum;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/876/155/GCA_017876155.1_ASM1787615v1;GCA_017876155.1_ASM1787615v1_genomic.fasta;GCA_017876155.1_ASM1787615v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_017876155.1_ASM1787615v1_genomic.txt
Mycetohabitans endofungorum;417203;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Mycetohabitans;Mycetohabitans endofungorum;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/478/035/GCF_037478035.1_ASM3747803v1;GCF_037478035.1_ASM3747803v1_genomic.fasta;GCF_037478035.1_ASM3747803v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_037478035.1_ASM3747803v1_genomic.txt
Enterococcus thailandicus;417368;FALSE;gram stain positive;aerobic;TRUE;NA;TRUE;biosafety level 1;NA;TRUE;FALSE;FALSE;NA;NA;TRUE;Bacteria;Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus thailandicus;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/290/025/GCF_002290025.1_ASM229002v1;GCF_002290025.1_ASM229002v1_genomic.fasta;GCF_002290025.1_ASM229002v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_002290025.1_ASM229002v1_genomic.txt
Brucella haematophila;419474;FALSE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Brucella;Brucella haematophila;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/938/105/GCF_005938105.1_ASM593810v1;GCF_005938105.1_ASM593810v1_genomic.fasta;GCF_005938105.1_ASM593810v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_005938105.1_ASM593810v1_genomic.txt
Brucella pseudogrignonensis;419475;FALSE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Brucella;Brucella pseudogrignonensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/652/485/GCF_001652485.1_ASM165248v1;GCF_001652485.1_ASM165248v1_genomic.fasta;GCF_001652485.1_ASM165248v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_001652485.1_ASM165248v1_genomic.txt
Epilithonimonas hominis;420404;FALSE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 2;NA;FALSE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Epilithonimonas;Epilithonimonas hominis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/053/105/GCA_032053105.1_ASM3205310v1;GCA_032053105.1_ASM3205310v1_genomic.fasta;GCA_032053105.1_ASM3205310v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_032053105.1_ASM3205310v1_genomic.txt
Paraburkholderia bryophila;420952;FALSE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;gamma;bacillus;TRUE;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia;Paraburkholderia bryophila;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/473/685/GCF_028473685.1_ASM2847368v1;GCF_028473685.1_ASM2847368v1_genomic.fasta;GCF_028473685.1_ASM2847368v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_028473685.1_ASM2847368v1_genomic.txt
Paraburkholderia megapolitana;420953;FALSE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;gamma;bacillus;TRUE;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia;Paraburkholderia megapolitana;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/556/815/GCF_007556815.1_ASM755681v1;GCF_007556815.1_ASM755681v1_genomic.fasta;GCF_007556815.1_ASM755681v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_007556815.1_ASM755681v1_genomic.txt
Epilithonimonas lactis;421072;FALSE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Epilithonimonas;Epilithonimonas lactis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/110/605/GCA_900110605.1_IMG-taxon_2622736498_annotated_assembly;GCA_900110605.1_IMG-taxon_2622736498_annotated_assembly_genomic.fasta;GCA_900110605.1_IMG-taxon_2622736498_annotated_assembly_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_900110605.1_IMG-taxon_2622736498_annotated_assembly_genomic.txt
Streptomyces deccanensis;424188;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;NA;TRUE;TRUE;NA;tail;TRUE;Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces deccanensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/385/335/GCA_022385335.1_ASM2238533v1;GCA_022385335.1_ASM2238533v1_genomic.fasta;GCA_022385335.1_ASM2238533v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_022385335.1_ASM2238533v1_genomic.txt
Agromyces terreus;424795;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;Agromyces terreus;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/749/465/GCF_009749465.1_ASM974946v1;GCF_009749465.1_ASM974946v1_genomic.fasta;GCF_009749465.1_ASM974946v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_009749465.1_ASM974946v1_genomic.txt
Sphingomonas insulae;424800;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;TRUE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas insulae;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/450/875/GCA_010450875.1_ASM1045087v1;GCA_010450875.1_ASM1045087v1_genomic.fasta;GCA_010450875.1_ASM1045087v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_010450875.1_ASM1045087v1_genomic.txt
Thiohalocapsa marina;424902;FALSE;gram stain negative;anaerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;coccus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiohalocapsa;Thiohalocapsa marina;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/632/335/GCF_008632335.1_ASM863233v1;GCF_008632335.1_ASM863233v1_genomic.fasta;GCF_008632335.1_ASM863233v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_008632335.1_ASM863233v1_genomic.txt
Bhargavaea beijingensis;426756;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;NA;TRUE;Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Bhargavaea;Bhargavaea beijingensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/101/985/GCA_900101985.1_IMG-taxon_2619618820_annotated_assembly;GCA_900101985.1_IMG-taxon_2619618820_annotated_assembly_genomic.fasta;GCA_900101985.1_IMG-taxon_2619618820_annotated_assembly_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_900101985.1_IMG-taxon_2619618820_annotated_assembly_genomic.txt
Bhargavaea ginsengi;426757;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Bhargavaea;Bhargavaea ginsengi;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/109/165/GCA_900109165.1_IMG-taxon_2617270926_annotated_assembly;GCA_900109165.1_IMG-taxon_2617270926_annotated_assembly_genomic.fasta;GCA_900109165.1_IMG-taxon_2617270926_annotated_assembly_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_900109165.1_IMG-taxon_2617270926_annotated_assembly_genomic.txt
Helicobacter baculiformis;427351;TRUE;gram stain negative;aerobic;NA;NA;TRUE;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;spirillum;TRUE;Bacteria;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter baculiformis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/197/685/GCA_900197685.1_427351_3;GCA_900197685.1_427351_3_genomic.fasta;GCA_900197685.1_427351_3_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_900197685.1_427351_3_genomic.txt
Pseudomonas panipatensis;428992;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas panipatensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/099/785/GCA_900099785.1_IMG-taxon_2663762770_annotated_assembly;GCA_900099785.1_IMG-taxon_2663762770_annotated_assembly_genomic.fasta;GCA_900099785.1_IMG-taxon_2663762770_annotated_assembly_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_900099785.1_IMG-taxon_2663762770_annotated_assembly_genomic.txt
Sphingomonas desiccabilis;429134;FALSE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;NA;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas desiccabilis;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/135/605/GCF_004135605.1_ASM413560v1;GCF_004135605.1_ASM413560v1_genomic.fasta;GCF_004135605.1_ASM413560v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_004135605.1_ASM413560v1_genomic.txt
Marinobacter guineae;432303;TRUE;gram stain negative;aerobic;TRUE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Marinobacteraceae;Marinobacter;Marinobacter guineae;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/744/735/GCF_002744735.1_ASM274473v1;GCF_002744735.1_ASM274473v1_genomic.fasta;GCF_002744735.1_ASM274473v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_002744735.1_ASM274473v1_genomic.txt
Terrimesophilobacter mesophilus;433647;TRUE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Terrimesophilobacter;Terrimesophilobacter mesophilus;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/929/725/GCF_002929725.1_ASM292972v1;GCF_002929725.1_ASM292972v1_genomic.fasta;GCF_002929725.1_ASM292972v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_002929725.1_ASM292972v1_genomic.txt
Leuconostoc holzapfelii;434464;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;TRUE;FALSE;FALSE;NA;NA;TRUE;Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;Leuconostoc holzapfelii;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/655/995/GCA_019655995.1_ASM1965599v1;GCA_019655995.1_ASM1965599v1_genomic.fasta;GCA_019655995.1_ASM1965599v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_019655995.1_ASM1965599v1_genomic.txt
Pseudoxanthomonas sacheonensis;443615;FALSE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;TRUE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Pseudoxanthomonas;Pseudoxanthomonas sacheonensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/093/305/GCA_010093305.1_ASM1009330v1;GCA_010093305.1_ASM1009330v1_genomic.fasta;GCA_010093305.1_ASM1009330v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_010093305.1_ASM1009330v1_genomic.txt
Mycolicibacterium insubricum;444597;FALSE;gram stain positive;aerobic;NA;NA;TRUE;biosafety level 1;NA;TRUE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium insubricum;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/731/615/GCA_010731615.1_ASM1073161v1;GCA_010731615.1_ASM1073161v1_genomic.fasta;GCA_010731615.1_ASM1073161v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_010731615.1_ASM1073161v1_genomic.txt
Pandoraea thiooxydans;445709;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea;Pandoraea thiooxydans;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/017/775/GCF_001017775.3_ASM101777v3;GCF_001017775.3_ASM101777v3_genomic.fasta;GCF_001017775.3_ASM101777v3_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_001017775.3_ASM101777v3_genomic.txt
Dyella thiooxydans;445710;TRUE;gram stain negative;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Dyella;Dyella thiooxydans;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/641/285/GCF_001641285.1_ASM164128v1;GCF_001641285.1_ASM164128v1_genomic.fasta;GCF_001641285.1_ASM164128v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_001641285.1_ASM164128v1_genomic.txt
Trueperella abortisuis;445930;FALSE;gram stain positive;anaerobic;NA;NA;TRUE;biosafety level 2;NA;NA;FALSE;FALSE;beta;bacillus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Trueperella;Trueperella abortisuis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/885/465/GCA_031885465.1_ASM3188546v1;GCA_031885465.1_ASM3188546v1_genomic.fasta;GCA_031885465.1_ASM3188546v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_031885465.1_ASM3188546v1_genomic.txt
Actinopolymorpha rutila;446787;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA;TRUE;Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales;Actinopolymorphaceae;Actinopolymorpha;Actinopolymorpha rutila;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/407/855/GCA_013407855.1_ASM1340785v1;GCA_013407855.1_ASM1340785v1_genomic.fasta;GCA_013407855.1_ASM1340785v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_013407855.1_ASM1340785v1_genomic.txt
Kocuria flava;446860;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;coccus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Kocuria;Kocuria flava;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/482/365/GCF_001482365.1_ASM148236v1;GCF_001482365.1_ASM148236v1_genomic.fasta;GCF_001482365.1_ASM148236v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_001482365.1_ASM148236v1_genomic.txt
Agromyces aureus;453304;TRUE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;Agromyces aureus;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/660/485/GCF_001660485.1_ASM166048v1;GCF_001660485.1_ASM166048v1_genomic.fasta;GCF_001660485.1_ASM166048v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_001660485.1_ASM166048v1_genomic.txt
Pusillimonas ginsengisoli;453575;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Allopusillimonas;Allopusillimonas ginsengisoli;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/153/455/GCF_004153455.1_ASM415345v1;GCF_004153455.1_ASM415345v1_genomic.fasta;GCF_004153455.1_ASM415345v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_004153455.1_ASM415345v1_genomic.txt
